धातुः	मूलधातुः	धात्वर्थः	गणः	कर्मकत्वं	इट्त्वं	उपग्रहः	रूपम्	अनुबन्धादिविशेषः	टिप्पणिः
सन्	षणु	दाने	तनादिः	सकर्मकः	सेट्	उभयपदी	सनोति-ते	उदित्	
सद्	षद्लृ	विशरण-गति-अवसादनेषु	भ्वादिः	गतौ सकर्मकः/ विशरण-अवसादनयोः अकर्मकः	अनिट्	परस्मैपदी	सीदति		
सद्	षद्लृ	विशरण-गति-अवसादनेषु	तुदादिः	गतौ सकर्मकः/ विशरण-अवसादनयोः अकर्मकः	अनिट्	परस्मैपदी	सीदति		
सद्	षद्लृ	गतौ	चुरादिः	सकर्मकः	अनिट्	उभयपदी	(आ)सादयति-ते/ आसीदति-ते	आधृषीयः	
सप्	षप	समवाये	भ्वादिः	अकर्मकः	सेट्	परस्मैपदी	सपति		
सम्	षम	अवैकल्ये	भ्वादिः	अकर्मकः	सेट्	परस्मैपदी	समति		
सम्ब्	षम्ब	सम्बन्धने	चुरादिः	सकर्मकः	सेट्	उभयपदी	सम्बयति-ते		
सर्ज्	षर्ज	अर्जने	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	सर्जति		
सर्ब्	षर्ब	गतौ	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	सर्बति		
सर्व्	षर्व	हिंसायाम्	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	सर्वति		
सल्	षल	गतौ	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	सलति		
सस्	षस	स्वप्ने	अदादिः	अकर्मकः	सेट्	परस्मैपदी	सस्ति	छान्दसः	
सज्ज्	षस्ज	गतौ	भ्वादिः	सकर्मकः	सेट्	उभयपदी	सज्जति		
सह्	षह	मर्षणे	भ्वादिः	सकर्मकः	सेट्	आत्मनेपदी	सहते		
सह्	षह	चक्यर्थे (तृप्तिः)	दिवादिः	अकर्मकः	सेट्	परस्मैपदी	सह्यति		
सह्	षह	मर्षणे	चुरादिः	सकर्मकः	सेट्	उभयपदी	साहयति/ सेहे	आधृषीयः	
सान्त्व्	षान्त्व	सामप्रयोगे	चुरादिः	सकर्मकः	सेट्	उभयपदी	सान्त्वयति-ते		
सिच्	षिच	क्षरणे	तुदादिः	सकर्मकः	अनिट्	उभयपदी	सिञ्चति-ते	मुचादिः	
सि 	षिञ्	बन्धने	स्वादिः	सकर्मकः	अनिट्	उभयपदी	सिनोति/ सिनुते	इकारान्तः	
सि 	षिञ्	बन्धने	क्र्यादिः	सकर्मकः	अनिट्	उभयपदी	सिनाति/ सिनीते	इकारान्तः	
सिट्	षिट	अनादरे	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	सेटति		
सिध्	षिध	गत्याम्	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	सेधति		
सिध्	षिधु	संराद्धौ	दिवादिः	अकर्मकः	अनिट्	परस्मैपदी	सिद्ध्यति	पुषादिः	
सिध्	षिधू	शास्त्रे/ माङ्गल्ये च	भ्वादिः	माङ्गल्ये अकर्मकः/ शास्त्रे सकर्मकः	वेट्	परस्मैपदी	सेधति	ऊदित्	
सिभ्	षिभु	हिंसायाम्	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	सिभति		
सिम्भ्	षिम्भु	हिंसायाम्	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	सिम्भति		
सिल्	षिल	उञ्छे	तुदादिः	सकर्मकः	सेट्	परस्मैपदी	सिलति		
सिव्	षिवु	तन्तुसन्ताने/ बीजसन्ताने च	दिवादिः	सकर्मकः	सेट्	परस्मैपदी	सीव्यति		
सु	षु	प्रसव-ऐश्वर्ययोः (प्रसवो अभ्यनुज्ञानं)	भ्वादिः	प्रसवे सकर्मकः/ ऐश्वर्ये अकर्मकः	अनिट्	परस्मैपदी	सवति	उकारान्तः	
सु	षु	प्रसव-ऐश्वर्ययोः	अदादिः	सकर्मकः	अनिट्	परस्मैपदी	सौति	उकारान्तः	
सु	षुञ्	स्नपन-पीडन-स्नान-सुरासन्धानेषु	स्वादिः	स्नाने अकर्मकः/ अन्यत्र सकर्मकः	अनिट्	उभयपदी	सुनोति/ सुनुते	उकारान्तः	
सुर्	षुर	ऐश्वर्य-दीप्त्योः	तुदादिः	अकर्मकः	सेट्	परस्मैपदी	सुरति		
सुह्	षुह	चक्यर्थे (तृप्त्यर्थे)	दिवादिः	अकर्मकः	सेट्	परस्मैपदी	सुह्यति		
